1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,11,3,3,3,9,9,3,3,3,3,3,3,3,3,3,9,3,3,9,9,9,9,9,10,3,3,3,9,9,9,9,9,9,9,9,9,3,3,2,0,0,0,12,12,12,11,11,11,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,9,11,3,3,3,9,3,11,0,3,3,3,3,3,3,3,3,9,3,3,9,9,9,9,9,9,10,3,3,9,9,9,9,9,9,9,9,9,3,0,2,0,0,12,12,12,11,11,11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,11,9,11,3,3,3,9,9,3,11,3,3,3,3,3,3,3,9,3,3,3,3,9,9,9,9,9,9,10,3,9,9,9,9,9,9,9,9,9,3,3,2,0,2,12,12,12,11,11,11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,11,11,11,3,11,9,9,9,11,3,3,3,3,3,3,9,9,9,9,3,3,3,9,9,9,9,9,10,10,9,9,9,9,9,9,9,9,9,9,3,0,0,0,2,2,12,11,11,11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,0,11,3,3,11,9,9,9,3,3,3,3,3,3,3,9,9,9,9,9,3,3,9,9,9,9,9,9,10,10,9,9,9,9,9,9,9,9,9,9,9,2,2,0,0,0,11,11,11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,3,11,3,11,11,3,3,3,11,9,9,9,11,3,3,3,3,9,9,9,9,9,9,9,3,9,9,9,9,9,9,9,10,10,9,9,9,9,9,9,9,9,9,9,2,2,0,0,0,11,11,11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,8,11,3,11,3,3,3,3,3,10,9,9,10,3,3,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,2,2,0,0,0,11,11,11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,11,3,11,3,3,3,3,3,9,9,9,9,10,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,9,9,9,9,9,9,9,9,9,0,12,0,0,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,11,3,3,9,3,3,3,9,9,9,9,10,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,9,9,9,9,9,9,9,9,9,12,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,11,3,9,9,9,3,3,10,9,9,9,9,10,9,3,9,9,10,9,9,9,9,10,9,9,9,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,12,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,11,3,9,9,9,3,3,9,10,9,9,9,9,10,9,9,9,9,9,10,9,9,9,9,10,9,9,9,9,9,9,9,10,9,9,9,9,9,9,9,9,9,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,3,11,3,9,9,9,3,9,9,9,10,9,9,9,9,10,9,9,9,9,9,9,10,9,9,9,10,9,9,9,9,9,9,9,10,10,9,9,9,9,9,9,9,11,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,3,11,3,9,9,10,9,9,9,0,10,10,9,9,9,9,10,10,9,9,9,9,9,10,10,9,9,9,10,9,3,9,9,9,10,9,10,9,10,9,9,9,9,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,9,3,9,9,10,9,9,9,9,0,9,10,9,9,9,9,10,9,9,9,9,9,9,9,9,10,10,9,9,10,9,3,10,9,3,10,11,9,9,9,9,9,9,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,3,3,9,3,9,9,9,9,9,10,9,3,0,0,10,10,9,9,9,9,10,10,10,9,9,9,9,9,10,10,10,10,10,10,9,3,3,9,9,9,9,9,9,9,9,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,0,0,1,3,3,3,3,9,9,9,3,9,10,0,9,3,0,0,13,10,10,10,10,9,10,10,10,10,10,9,9,9,9,10,10,10,10,9,0,0,9,9,9,9,9,9,9,9,2,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,9,9,9,9,9,10,0,0,10,9,0,0,0,0,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,9,9,9,9,9,9,9,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,3,3,3,9,9,9,9,9,10,0,0,0,0,11,9,9,3,0,0,0,0,9,13,13,3,9,14,10,10,10,10,10,0,0,0,0,0,9,9,9,9,9,9,9,10,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,11,9,9,9,9,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,9,9,9,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,9,9,9,9,9,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,9,9,9,9,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,14,11,9,9,9,9,9,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,3,9,9,9,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,14,14,11,0,9,9,9,9,9,9,9,10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,9,9,9,9,9,9,3,9,0,0,0,9,14,14,9,9,0,0,0,0,0,0,0,0,0,0,0,9,14,14,0,0,0,0,0,0,9,10,9,9,9,9,9,9,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,10,10,14,14,14,14,9,10,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,3,9,9,9,9,10,10,11,11,0,3,3,3,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,9,9,9,3,10,9,9,11,11,11,0,0,0,0,0,0,0,0,0,11,11,11,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,9,9,9,9,10,10,0,11,1,3,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,9,9,9,10,9,9,0,0,11,11,11,0,0,0,0,0,0,11,11,11,11,11,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,9,9,9,9,10,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,9,9,9,10,9,9,9,0,0,0,0,0,0,11,11,11,11,11,11,11,11,11,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,9,9,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,9,9,9,10,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,9,9,9,9,9,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,9,9,9,9,10,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,10,9,9,9,9,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,9,9,9,9,10,10,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,10,9,9,9,9,9,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,9,9,9,9,10,10,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,10,10,9,9,9,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,3,9,9,9,10,10,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,9,10,9,9,9,9,9,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,10,9,9,9,9,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,10,10,10,10,10,10,9,9,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,10,10,9,3,3,3,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,9,9,9,10,10,10,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,9,9,9,9,10,9,9,9,11,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,11,9,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,9,9,9,10,10,9,9,9,10,11,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,10,10,10,10,10,10,10,9,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9,10,9,9,9,9,9,10,9,9,10,10,11,10,10,10,10,10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,11,8,11,10,10,10,10,10,9,9,10,10,10,10,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,9,9,9,10,10,10,10,9,9,10,10,10,10,10,10,10,10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,10,10,10,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9,9,3,9,9,9,9,9,10,10,9,9,10,10,10,10,10,10,10,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,3,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9,9,3,9,9,9,10,9,10,10,10,9,9,9,10,10,10,10,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,9,11,9,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,9,3,9,9,9,10,9,9,10,10,10,9,9,9,10,10,9,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,9,1,9,9,9,9,9,9,9,10,10,10,10,9,9,9,10,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,11,11,11,11,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,10,1,9,9,9,9,9,10,9,10,10,10,10,10,9,9,11,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,1,1,3,9,1,9,9,9,9,9,10,9,9,10,10,10,11,0,11,9,11,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,9,9,2,9,9,9,9,9,10,10,9,9,10,11,0,0,0,0,9,9,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,9,9,8,9,9,9,9,9,10,10,10,11,11,0,0,0,0,0,11,3,9,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
